texto,categoria_general,intent_1,intent_2,intent_3,intent_4
llevas mucho tiempo con este peso,personal,fisico,peso,duracion,personal_fisico_peso_duracion
llevas mucho tiempo con este peso,personal,fisico,peso,duracion,personal_fisico_peso_duracion
llevas mucho tiempo con este peso,personal,fisico,peso,duracion,personal_fisico_peso_duracion
¿Cuánto pesas?,personal,fisico,peso,peso,personal_fisico_peso_peso
¿cuál es su peso habitual?,personal,fisico,peso,peso,personal_fisico_peso_peso
peso,personal,fisico,peso,peso,personal_fisico_peso_peso
¿Cuál es su peso?,personal,fisico,peso,peso,personal_fisico_peso_peso
¿Cuánto pesas?,personal,fisico,peso,peso,personal_fisico_peso_peso
y su peso?,personal,fisico,peso,peso,personal_fisico_peso_peso
¿Cuál es su peso?,personal,fisico,peso,peso,personal_fisico_peso_peso
¿Cuál es su peso?,personal,fisico,peso,peso,personal_fisico_peso_peso
¿Cuánto pesas?,personal,fisico,peso,peso,personal_fisico_peso_peso
¿Cuál es su peso?,personal,fisico,peso,peso,personal_fisico_peso_peso
peso,personal,fisico,peso,peso,personal_fisico_peso_peso
¿Cuál es su peso?,personal,fisico,peso,peso,personal_fisico_peso_peso
¿Cuál es su peso?,personal,fisico,peso,peso,personal_fisico_peso_peso
peso,personal,fisico,peso,peso,personal_fisico_peso_peso
cuál es su peso,personal,fisico,peso,peso,personal_fisico_peso_peso
¿Cuál es su peso?,personal,fisico,peso,peso,personal_fisico_peso_peso
es su peso estable,personal,fisico,peso,peso,personal_fisico_peso_peso
y su peso?,personal,fisico,peso,peso,personal_fisico_peso_peso
estilo de vida,personal,otros,describir,,personal_otros_describir
realiza actividades de ocio,personal,otros,describir,,personal_otros_describir
estilo de vida,personal,otros,describir,,personal_otros_describir
estilo de vida,personal,otros,describir,,personal_otros_describir
¿habla usted francés?,personal,otros,si_o_no,,personal_otros_si_o_no
¿Cuál es tu color favorito?,personal,otros,si_o_no,,personal_otros_si_o_no
tienes un estilo de vida saludable,personal,otros,si_o_no,,personal_otros_si_o_no
¿Cuál es tu color favorito?,personal,otros,si_o_no,,personal_otros_si_o_no
¿Cuál es tu color favorito?,personal,otros,si_o_no,,personal_otros_si_o_no
¿habla usted francés?,personal,otros,si_o_no,,personal_otros_si_o_no
¿tiene un patrón de sueño regular,personal,sueño,describir,,personal_sueño_describir
cuéntame sobre tu sueño?,personal,sueño,describir,,personal_sueño_describir
¿Duerme toda la noche o se despierta durante la noche?,personal,sueño,describir,,personal_sueño_describir
¿cuántas horas de sueño?,personal,sueño,horas,,personal_sueño_horas
¿cuántas horas se queda en la cama cada día?,personal,sueño,horas,,personal_sueño_horas
¿duermes poco?,personal,sueño,horas,,personal_sueño_horas
¿cuántas horas permanece en la cama al día?,personal,sueño,horas,,personal_sueño_horas
¿tomas siestas?,personal,sueño,si_o_no,,personal_sueño_si_o_no
¿duermes bien?,personal,sueño,si_o_no,,personal_sueño_si_o_no
¿duermes bien?,personal,sueño,si_o_no,,personal_sueño_si_o_no
¿has hecho algún otro trabajo antes de esto?,personal,trabajo,anterior,,personal_trabajo_anterior
¿has hecho algún otro trabajo antes de esto?,personal,trabajo,anterior,,personal_trabajo_anterior
¿has hecho algún otro trabajo antes de esto?,personal,trabajo,anterior,,personal_trabajo_anterior
¿A qué te dedicas?,personal,trabajo,describir,,personal_trabajo_describir
¿Cuál es su trabajo?,personal,trabajo,describir,,personal_trabajo_describir
¿cuál era su ocupación?,personal,trabajo,describir,,personal_trabajo_describir
¿A qué te dedicas?,personal,trabajo,describir,,personal_trabajo_describir
¿Cuál es su ocupación?,personal,trabajo,describir,,personal_trabajo_describir
¿A qué te dedicas?,personal,trabajo,describir,,personal_trabajo_describir
¿Cuál es su profesión?,personal,trabajo,describir,,personal_trabajo_describir
"bien, ¿cuál es tu trabajo?",personal,trabajo,describir,,personal_trabajo_describir
¿En qué campo trabaja?,personal,trabajo,describir,,personal_trabajo_describir
¿Cuál es su ocupación?,personal,trabajo,describir,,personal_trabajo_describir
¿Cuál es su trabajo?,personal,trabajo,describir,,personal_trabajo_describir
ocupación,personal,trabajo,describir,,personal_trabajo_describir
¿Cuál es su ocupación?,personal,trabajo,describir,,personal_trabajo_describir
¿Cuál es su ocupación?,personal,trabajo,describir,,personal_trabajo_describir
¿Cuánto tiempo llevas dando clases?,personal,trabajo,duracion,,personal_trabajo_duracion
¿llevas toda la vida haciendo este trabajo?,personal,trabajo,duracion,,personal_trabajo_duracion
¿Cuánto tiempo lleva siendo profesor?,personal,trabajo,duracion,,personal_trabajo_duracion
¿Cuántas horas a la semana trabaja?,personal,trabajo,horas,,personal_trabajo_horas
¿Cuántas horas a la semana trabaja?,personal,trabajo,horas,,personal_trabajo_horas
¿Cuántas horas a la semana trabaja?,personal,trabajo,horas,,personal_trabajo_horas
¿Dónde trabajas?,personal,trabajo,lugar,,personal_trabajo_lugar
¿Dónde trabajas?,personal,trabajo,lugar,,personal_trabajo_lugar
¿Dónde trabajas?,personal,trabajo,lugar,,personal_trabajo_lugar
¿cómo te va en el trabajo?,personal,trabajo,otros,,personal_trabajo_otros
¿cómo te va en el trabajo?,personal,trabajo,otros,,personal_trabajo_otros
¿llevas cargas pesadas en el trabajo?,personal,trabajo,otros,,personal_trabajo_otros
¿practica usted el cuidado de los niños?,personal,trabajo,si_o_no,,personal_trabajo_si_o_no
ok ¿y trabajas?,personal,trabajo,si_o_no,,personal_trabajo_si_o_no
¿practica usted el cuidado de los niños?,personal,trabajo,si_o_no,,personal_trabajo_si_o_no
¿has viajado?,personal,viajes,describir,,personal_viajes_describir
¿has viajado?,personal,viajes,describir,,personal_viajes_describir
¿has viajado?,personal,viajes,describir,,personal_viajes_describir
Muy bien... ¿entonces te quedas en Francia qué?,personal,viajes,otros,,personal_viajes_otros
Muy bien... ¿entonces te quedas en Francia qué?,personal,viajes,otros,,personal_viajes_otros
Muy bien... ¿entonces te quedas en Francia qué?,personal,viajes,otros,,personal_viajes_otros
¿Ha hecho un viaje largo en avión o en coche?,personal,viajes,si_o_no,,personal_viajes_si_o_no
¿Ha viajado recientemente?,personal,viajes,si_o_no,,personal_viajes_si_o_no
ha estado en el extranjero,personal,viajes,si_o_no,,personal_viajes_si_o_no
ha volado recientemente,personal,viajes,si_o_no,,personal_viajes_si_o_no
cuál es su nivel de comprensión,psiquiatria,,,,psiquiatria
¿evita ciertos lugares o situaciones?,psiquiatria,,,,psiquiatria
¿qué sientes?,psiquiatria,,,,psiquiatria
¿has tenido alguna vez problemas con la ley a causa de tus adicciones?,psiquiatria,,,,psiquiatria
¿crees que tienes una importancia excepcional o poderes especiales?,psiquiatria,,,,psiquiatria
has pensado en hacerte daño,psiquiatria,,,,psiquiatria
lo que ocurre cuando se está preocupado o disgustado,psiquiatria,,,,psiquiatria
¿es usted extrovertido o introvertido?,psiquiatria,,,,psiquiatria
¿tienes ganas de hacer daño a otras personas o de vengarte?,psiquiatria,,,,psiquiatria
¿notas una sensación de ausencia,psiquiatria,,,,psiquiatria
has perdido a alguien,psiquiatria,,,,psiquiatria
¿tienes un sentimiento de miedo?,psiquiatria,,,,psiquiatria
¿piensas en suicidarte?,psiquiatria,,,,psiquiatria
"se describiría como impulsivo, agresivo o tímido",psiquiatria,,,,psiquiatria
cuéntame tu episodio depresivo,psiquiatria,,,,psiquiatria
¿Cómo te sientes hoy?,psiquiatria,,,,psiquiatria
¿Cómo te sientes ahora?,psiquiatria,,,,psiquiatria
eres feliz,psiquiatria,,,,psiquiatria
¿Está usted satisfecho con su vida en general?,psiquiatria,,,,psiquiatria
¿está usted satisfecho con su trabajo?,psiquiatria,,,,psiquiatria
¿qué sientes?,psiquiatria,,,,psiquiatria
¿crees que deberías buscar ayuda?,psiquiatria,,,,psiquiatria
has perdido muchos intereses,psiquiatria,,,,psiquiatria
¿qué sientes?,psiquiatria,,,,psiquiatria
¿alguna vez te sientes culpable por beber,psiquiatria,,,,psiquiatria
¿has estado alguna vez en una situación difícil?,psiquiatria,,,,psiquiatria
has tenido visiones o has escuchado voces,psiquiatria,,,,psiquiatria
se siente incómodo,psiquiatria,,,,psiquiatria
¿ha ocurrido algo en su vida recientemente?,psiquiatria,,,,psiquiatria
has perdido un amigo,psiquiatria,,,,psiquiatria
tu miedo a la muerte ha cambiado,psiquiatria,,,,psiquiatria
¿alguna vez tienes comentarios sobre tu forma de beber,psiquiatria,,,,psiquiatria
ha estado expuesto a experiencias traumáticas,psiquiatria,,,,psiquiatria
se siente irritable después de un ataque,psiquiatria,,,,psiquiatria
¿se enfada a veces con facilidad?,psiquiatria,,,,psiquiatria
dime tu estado de ánimo habitual,psiquiatria,estado de animo,describir,,psiquiatria_estado de animo_describir
¿Cómo está su estado de ánimo en este momento?,psiquiatria,estado de animo,describir,,psiquiatria_estado de animo_describir
¿cómo te sientes moralmente?,psiquiatria,estado de animo,describir,,psiquiatria_estado de animo_describir
¿Cómo te sientes hoy?,psiquiatria,estado de animo,describir,,psiquiatria_estado de animo_describir
¿Cómo te sientes hoy?,psiquiatria,estado de animo,describir,,psiquiatria_estado de animo_describir
dime tu estado de ánimo habitual,psiquiatria,estado de animo,describir,,psiquiatria_estado de animo_describir
¿Cómo está tu moral?,psiquiatria,estado de animo,describir,,psiquiatria_estado de animo_describir
está usted relajado,psiquiatria,estado de animo,si_o_no,,psiquiatria_estado de animo_si_o_no
es su estado de ánimo estable,psiquiatria,estado de animo,si_o_no,,psiquiatria_estado de animo_si_o_no
¿estás de humor inestable?,psiquiatria,estado de animo,si_o_no,,psiquiatria_estado de animo_si_o_no
no estás motivado,psiquiatria,estado de animo,si_o_no,,psiquiatria_estado de animo_si_o_no
se siente deprimido,psiquiatria,estado de animo,si_o_no,,psiquiatria_estado de animo_si_o_no
buenos días,saludo,,,,saludo
Hola,saludo,,,,saludo
hola,saludo,,,,saludo
hola señor,saludo,,,,saludo
hola señor,saludo,,,,saludo
hola señor,saludo,,,,saludo
hola señora,saludo,,,,saludo
buenos días señora,saludo,,,,saludo
buenos días,saludo,,,,saludo
buenos días,saludo,,,,saludo
buenos días señora,saludo,,,,saludo
¿Qué hay de nuevo?,saludo,,,,saludo
hola,saludo,,,,saludo
"buenos días,",saludo,,,,saludo
hola señor,saludo,,,,saludo
hola alain,saludo,,,,saludo
hola,saludo,,,,saludo
hola alain,saludo,,,,saludo
hola señor,saludo,,,,saludo
buenos días,saludo,,,,saludo
¿Cuál fue el peso del bebé al nacer?,sintoma,bebe,peso,,sintoma_bebe_peso
cuál fue el peso del bebé al nacer,sintoma,bebe,peso,,sintoma_bebe_peso
¿Cuál fue el peso del bebé al nacer?,sintoma,bebe,peso,,sintoma_bebe_peso
¿El bebé tenía problemas respiratorios?,sintoma,bebe,si_o_no,,sintoma_bebe_si_o_no
¿El bebé tenía problemas respiratorios?,sintoma,bebe,si_o_no,,sintoma_bebe_si_o_no
¿ha tenido el bebé convulsiones?,sintoma,bebe,si_o_no,,sintoma_bebe_si_o_no
su pareja se queja de una enfermedad,sintoma,entorno,si_o_no,,sintoma_entorno_si_o_no
ha estado en contacto con personas con el mismo problema,sintoma,entorno,si_o_no,,sintoma_entorno_si_o_no
se queja su pareja de una pápula,sintoma,entorno,si_o_no,,sintoma_entorno_si_o_no
¿ha tenido alguna de sus parejas una enfermedad de transmisión sexual?,sintoma,entorno,si_o_no,,sintoma_entorno_si_o_no
ha tenido uno de sus compañeros dolor en el dedo del pie,sintoma,entorno,si_o_no,,sintoma_entorno_si_o_no
¿ha tenido alguna vez relaciones sexuales con alguien que podría tener sífilis o gonorrea?,sintoma,entorno,si_o_no,,sintoma_entorno_si_o_no
¿alguna de sus parejas ha tenido dolor de espalda,sintoma,entorno,si_o_no,,sintoma_entorno_si_o_no
¿ha estado expuesto a sustancias tóxicas o en su tiempo libre?,sintoma,entorno,si_o_no,,sintoma_entorno_si_o_no
ha estado expuesto a experiencias traumáticas,sintoma,entorno,si_o_no,,sintoma_entorno_si_o_no
¿existe la posibilidad de una exposición reciente a una enfermedad de transmisión sexual?,sintoma,entorno,si_o_no,,sintoma_entorno_si_o_no
¿está usted expuesto a alguna sustancia tóxica?,sintoma,entorno,si_o_no,,sintoma_entorno_si_o_no
se queja su pareja de los espasmos,sintoma,entorno,si_o_no,,sintoma_entorno_si_o_no
¿Ha estado expuesto a sustancias tóxicas en su trabajo?,sintoma,entorno,si_o_no,,sintoma_entorno_si_o_no
¿hay algún enfermo a tu alrededor,sintoma,entorno,si_o_no,,sintoma_entorno_si_o_no
¿ha tenido contacto con alguien que pueda tener una enfermedad venérea?,sintoma,entorno,si_o_no,,sintoma_entorno_si_o_no
¿ha tenido alguna de sus parejas una enfermedad de transmisión sexual?,sintoma,entorno,si_o_no,,sintoma_entorno_si_o_no
¿tiene antecedentes de enfermedades crónicas en su familia?,sintoma,familia,describir,,sintoma_familia_describir
¿Existen enfermedades particulares en la familia?,sintoma,familia,describir,,sintoma_familia_describir
¿hay alguna historia particular en su familia?,sintoma,familia,describir,,sintoma_familia_describir
¿tiene su familia algún problema de salud?,sintoma,familia,describir,,sintoma_familia_describir
¿algún antecedente de enfermedad cardíaca?,sintoma,familia,describir,,sintoma_familia_describir
¿Alguna enfermedad particular en su familia?,sintoma,familia,describir,,sintoma_familia_describir
"y en su familia, ¿hay problemas de salud?",sintoma,familia,describir,,sintoma_familia_describir
¿algún antecedente familiar?,sintoma,familia,describir,,sintoma_familia_describir
¿No hay enfermedades del corazón en su familia?,sintoma,familia,describir,,sintoma_familia_describir
¿algún antecedente familiar?,sintoma,familia,describir,,sintoma_familia_describir
¿Cuándo tuvo su hijo la varicela?,sintoma,familia,inicio,,sintoma_familia_inicio
¿Cuándo tuvo su hijo la varicela?,sintoma,familia,inicio,,sintoma_familia_inicio
¿Cuándo tuvo su hijo la varicela?,sintoma,familia,inicio,,sintoma_familia_inicio
¿alguien de su familia ha tenido alguna vez cáncer de piel?,sintoma,familia,si_o_no,,sintoma_familia_si_o_no
¿alguien en su familia tiene tumores de la médula espinal,sintoma,familia,si_o_no,,sintoma_familia_si_o_no
"y derrames cerebrales, ¿hay alguno en tu familia?",sintoma,familia,si_o_no,,sintoma_familia_si_o_no
¿algún miembro de su familia padece una enfermedad cardíaca?,sintoma,familia,si_o_no,,sintoma_familia_si_o_no
¿hay antecedentes de poliposis en su familia?,sintoma,familia,si_o_no,,sintoma_familia_si_o_no
¿alguien de su familia tiene crup?,sintoma,familia,si_o_no,,sintoma_familia_si_o_no
¿tienen sus padres buena salud?,sintoma,familia,si_o_no,,sintoma_familia_si_o_no
¿hay antecedentes de neuralgia en su familia?,sintoma,familia,si_o_no,,sintoma_familia_si_o_no
¿hay antecedentes de convulsiones en su familia?,sintoma,familia,si_o_no,,sintoma_familia_si_o_no
¿hay alguien en su familia con Alzheimer?,sintoma,familia,si_o_no,,sintoma_familia_si_o_no
¿hay antecedentes de hipofosfatasia en su familia?,sintoma,familia,si_o_no,,sintoma_familia_si_o_no
¿Tiene antecedentes familiares ginecológicos?,sintoma,familia,si_o_no,,sintoma_familia_si_o_no
"Me lo imaginaba En casa de tus padres, ¿no hay infartos?",sintoma,familia,si_o_no,,sintoma_familia_si_o_no
¿alguien en su familia tiene obstrucción del conducto pancreático?,sintoma,familia,si_o_no,,sintoma_familia_si_o_no
¿alguien de su familia tiene leucoedema oral?,sintoma,familia,si_o_no,,sintoma_familia_si_o_no
¿tiene antecedentes de enfermedades cardiovasculares?,sintoma,familia,si_o_no,,sintoma_familia_si_o_no
¿hay antecedentes de insuficiencia cardíaca en su familia?,sintoma,familia,si_o_no,,sintoma_familia_si_o_no
¿alguien de su familia ha tenido alguna vez un bulto en el pecho?,sintoma,familia,si_o_no,,sintoma_familia_si_o_no
¿alguien de su familia tiene una infección por salmonela?,sintoma,familia,si_o_no,,sintoma_familia_si_o_no
¿y nadie tuvo fiebre en tu casa?,sintoma,familia,si_o_no,,sintoma_familia_si_o_no
¿hay antecedentes de neuralgia en su familia?,sintoma,familia,si_o_no,,sintoma_familia_si_o_no
¿tiene usted alguna alergia?,sintoma,paciente,alergia,describir,sintoma_paciente_alergia_describir
¿tiene usted alguna alergia?,sintoma,paciente,alergia,describir,sintoma_paciente_alergia_describir
¿tiene usted alguna alergia?,sintoma,paciente,alergia,describir,sintoma_paciente_alergia_describir
¿tiene usted alergias?,sintoma,paciente,alergia,describir,sintoma_paciente_alergia_describir
¿alergias?,sintoma,paciente,alergia,describir,sintoma_paciente_alergia_describir
¿no hay alergias?,sintoma,paciente,alergia,describir,sintoma_paciente_alergia_describir
¿tiene usted alguna alergia?,sintoma,paciente,alergia,describir,sintoma_paciente_alergia_describir
¿tiene alguna alergia en particular?,sintoma,paciente,alergia,describir,sintoma_paciente_alergia_describir
¿tiene alguna alergia alimentaria?,sintoma,paciente,alergia,describir,sintoma_paciente_alergia_describir
¿tiene usted alguna alergia?,sintoma,paciente,alergia,describir,sintoma_paciente_alergia_describir
¿tiene usted alguna alergia?,sintoma,paciente,alergia,describir,sintoma_paciente_alergia_describir
"¿tiene usted alergia al polen, a las hierbas, a los ácaros o al polvo?",sintoma,paciente,alergia,describir,sintoma_paciente_alergia_describir
¿tiene alguna alergia conocida?,sintoma,paciente,alergia,describir,sintoma_paciente_alergia_describir
¿tiene usted alguna alergia?,sintoma,paciente,alergia,describir,sintoma_paciente_alergia_describir
¿tiene alguna alergia en particular?,sintoma,paciente,alergia,describir,sintoma_paciente_alergia_describir
